id,created_at,text,source,geo,place,retweet_count,favorite_count,favorited,retweeted,sentiment,positive,negative
1.6042390364736758e+18,Sat Dec 17 22:16:06 +0000 2022,Thoughts on $BTC #Bitcoin! See Aadil1000x's idea on TradingView below. https://t.co/snMcvoxUON,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">CryptoCharts Feed</a>",,,0.0,0.0,False,False,positive,0.8821549415588379,0.11784503608942032
1.6042379014786253e+18,Sat Dec 17 22:11:35 +0000 2022,Top Crypto Analyst Forecasts Big Move for Binance Coin (BNB) on Bitcoin (BTC) Chart – Here’s the Outlook https://t.co/G9k5zlV9kY,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>",,,0.0,0.0,False,False,positive,0.9999982118606567,1.792850753190578e-06
1.604237703255675e+18,Sat Dec 17 22:10:48 +0000 2022,Top Crypto Analyst Forecasts Big Move for Binance Coin (BNB) on Bitcoin (BTC) Chart – Here’s the Outlook https://t.co/heoAviB7gg,"<a href=""http://publicize.wp.com/"" rel=""nofollow"">Jetpack.com</a>",,,0.0,0.0,False,False,positive,0.9999237060546875,7.632567576365545e-05
1.6042368223511716e+18,Sat Dec 17 22:07:18 +0000 2022,🔥 btcusdt❓ Check the post https://t.co/hpnovj7QFi #bitcoin @tradingview #crypto $btc #btc,"<a href=""https://www.make.com"" rel=""nofollow"">Make (formerly Integromat)</a>",,,0.0,0.0,False,False,positive,1.0,1.1346354966690342e-09
1.6042363235938058e+18,Sat Dec 17 22:05:19 +0000 2022,RT @bitcoinagile: BTC/USDT: Downside Continuation? for COINBASE:BTCUSD by marcyacoub #Bitcoin https://t.co/MwvapDC8wD https://t.co/XLaaUAJv…,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,1.0,0.0,False,False,negative,0.21786732971668243,0.7821326851844788
1.6042362107628175e+18,Sat Dec 17 22:04:52 +0000 2022,BTC/USDT: Downside Continuation? for COINBASE:BTCUSD by marcyacoub #Bitcoin https://t.co/MwvapDC8wD https://t.co/XLaaUAJvKs,"<a href=""http://bitcoinagile.com"" rel=""nofollow"">bitcoinagile</a>",,,1.0,0.0,False,False,negative,0.10973255336284637,0.8902674317359924
1.6042353050490962e+18,Sat Dec 17 22:01:16 +0000 2022,Huge BTCUSDT Falling Wedge for BINANCE:BTCUSDT by Traders_Endeavors #Bitcoin $BTC https://t.co/tCXTZLIHcQ https://t.co/Zu5D8XRYTT,"<a href=""http://bitcoinagile.com"" rel=""nofollow"">bitcoinagile</a>",,,2.0,3.0,False,False,positive,0.9999998807907104,6.97340780675404e-08
1.6042352652617277e+18,Sat Dec 17 22:01:07 +0000 2022,Thoughts on $BTC #Bitcoin! See Traders_Endeavors's idea on TradingView below. https://t.co/EF0AeiKr8B,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">CryptoCharts Feed</a>",,,0.0,0.0,False,False,positive,0.969512403011322,0.03048761747777462
1.6046268977653842e+18,Sun Dec 18 23:57:19 +0000 2022,🔥 VIDTUSDT❓ Check the post https://t.co/oH6EglzK85 #bitcoin @tradingview #crypto $btc #btc,"<a href=""https://www.make.com"" rel=""nofollow"">Make (formerly Integromat)</a>",,,0.0,0.0,False,False,positive,0.9999985694885254,1.405977513968537e-06
1.6045781686853386e+18,Sun Dec 18 20:43:41 +0000 2022,JUST IN: 🇳🇬 Nigeria to pass bill legalizing #Bitcoin and crypto - Local Newspaper 🙌,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,837.0,4344.0,False,False,positive,0.9991838335990906,0.0008161651203408837
1.6044726394684908e+18,Sun Dec 18 13:44:21 +0000 2022,Believe in #Bitcoin. https://t.co/5PYy4V5FNJ,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,1927.0,14678.0,False,False,positive,1.0,1.1310406833331399e-08
1.6045075107774628e+18,Sun Dec 18 16:02:55 +0000 2022,BREAKING: Legendary rapper Drake bet $1 MILLION #Bitcoin on World Cup Final 🤯 https://t.co/SZUnuKFEBp,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,392.0,2824.0,False,False,positive,0.9999985694885254,1.4253332665248308e-06
1.6045535851482726e+18,Sun Dec 18 19:06:00 +0000 2022,When someone asks me if I own #Bitcoin or #Ethereum and I own both: https://t.co/qbJTMylEIZ,"<a href=""https://publer.io"" rel=""nofollow"">Publer.io</a>",,,110.0,698.0,False,False,positive,1.0,3.4303190843409936e-10
1.6046275599200584e+18,Sun Dec 18 23:59:57 +0000 2022,RT @saylor: Believe in #Bitcoin. https://t.co/5PYy4V5FNJ,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,1930.0,0.0,False,False,negative,0.06215151771903038,0.9378484487533569
1.6046275588589978e+18,Sun Dec 18 23:59:57 +0000 2022,Maintaining your wealth under a fiat standard.  #Bitcoin https://t.co/WJf7mGjh5N,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,0.0,0.0,False,False,positive,0.9999994039535522,6.484606274170801e-07
1.6046275509484052e+18,Sun Dec 18 23:59:55 +0000 2022,@100trillionUSD Except if you mean Bitcoin is BTC then we are talking more than 19m BTC,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,0.0,0.0,False,False,positive,0.9999997615814209,2.717322900025465e-07
1.604627544032088e+18,Sun Dec 18 23:59:53 +0000 2022,KARMATOKEN (KTN) went up 8.9 percent in the last 1 minutes on https://t.co/rgEAV9gIXu. #KTN  #crypto #bitcoin… https://t.co/ojtqpazHeW,"<a href=""http://www.powerapps.com"" rel=""nofollow"">Microsoft Power Platform</a>",,,0.0,0.0,False,False,positive,0.998832643032074,0.001167392241768539
1.6046275417587753e+18,Sun Dec 18 23:59:53 +0000 2022,JulSwap (JULD) went up 10.9 percent in the last 1 minutes on https://t.co/rgEAV9gIXu. #JULD  #crypto #bitcoin… https://t.co/Kp4ExuyQMy,"<a href=""http://www.powerapps.com"" rel=""nofollow"">Microsoft Power Platform</a>",,,0.0,0.0,False,False,positive,0.9998403787612915,0.00015960741438902915
1.6046275123356877e+18,Sun Dec 18 23:59:46 +0000 2022,RT @cryptomanran: No way! @elonmusk and Jared Kushner! https://t.co/GuDWcm1mE0,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,838.0,0.0,False,False,negative,0.0006528348312713206,0.9993471503257751
1.604627511446569e+18,Sun Dec 18 23:59:45 +0000 2022,RT @IoT_CloudWork3r: #Bitcoin  is better than gold https://t.co/1m7yffwTHS,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,103.0,0.0,False,False,negative,4.3461486711748876e-06,0.9999957084655762
1.6046275080785592e+18,Sun Dec 18 23:59:45 +0000 2022,RT @DocumentingBTC: 25% of Argentina's internet users own #bitcoin or crypto! 🇦🇷,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,116.0,0.0,False,False,positive,0.9999998807907104,1.666826676682831e-07
1.604627486368596e+18,Sun Dec 18 23:59:39 +0000 2022,New FTX CEO Told Members of Congress SBF's Family 'Certainly Received Payments' From the Business – Bitcoin News https://t.co/j6YGuRiXBr,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,0.0,0.0,False,False,positive,0.9999995231628418,5.266094831313239e-07
1.6046274786009784e+18,Sun Dec 18 23:59:38 +0000 2022,Bitcoin price index https://t.co/o7UcHJUhC6 #USD #EUR #CNY #GBP #RUB https://t.co/XI8giMfXTh,"<a href=""http://www.worldcoinindex.com"" rel=""nofollow"">WCI Trending</a>",,,0.0,0.0,False,False,positive,0.9999997615814209,2.1912360637088568e-07
1.6046274719067218e+18,Sun Dec 18 23:59:36 +0000 2022,"@_pretyflaco @skwp I've experienced several examples of merchants only accepting lightning or ""I need to go get the… https://t.co/1ulXWrqCZl","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,0.0,6.0,False,False,negative,0.022258533164858818,0.9777414202690125
1.6046274627884196e+18,Sun Dec 18 23:59:34 +0000 2022,#RT @tangent24: ‘Crypto winter’ has come. And it’s looking more like an ice age. https://t.co/IaeaDoASGp,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>",,,0.0,0.0,False,False,negative,0.46793630719184875,0.5320637226104736
1.604627443800752e+18,Sun Dec 18 23:59:29 +0000 2022,RT @BitcoinMagazine: JUST IN: 🇳🇬 Nigeria to pass bill legalizing #Bitcoin and crypto - Local Newspaper 🙌,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,841.0,0.0,False,False,positive,0.9901942610740662,0.009805788286030293
1.604627421780738e+18,Sun Dec 18 23:59:24 +0000 2022,@martypartymusic @Cobratate @saylor The more people wake up to the reality that everything is designed to keep you… https://t.co/2nhnya3Bcd,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,0.0,0.0,False,False,positive,0.9999969005584717,3.066545332330861e-06
1.6046274029105357e+18,Sun Dec 18 23:59:20 +0000 2022,RT @rovercrc: #BITCOIN FALLING WEDGE! 🔥 https://t.co/z78u5J9LCe,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,74.0,0.0,False,False,positive,0.995438277721405,0.004561683628708124
1.6046273740118098e+18,Sun Dec 18 23:59:13 +0000 2022,Why This Bitcoin Bearish Divergence Could Spell Doom For BTC Rally #Bitcoin #News https://t.co/8RNQraqvqi #bitcoinnews,"<a href=""https://revive.social/"" rel=""nofollow"">Revive Social App</a>",,,0.0,0.0,False,False,positive,1.0,1.8879623558953895e-11
1.6046273684961567e+18,Sun Dec 18 23:59:11 +0000 2022,RT @BSCNews: 📢Hey #Bitcoin miners! Get a load of the long-term vision from @Coredao_Org! There could be some great incentives long-term! ⚡…,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,409.0,0.0,False,False,positive,0.9987457990646362,0.001254121889360249
1.6046273628843295e+18,Sun Dec 18 23:59:10 +0000 2022,@zetablockchain @Bitcoin @xdefi_wallet good project,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,0.0,0.0,False,False,negative,0.1671396791934967,0.8328603506088257
1.6046273619321856e+18,Sun Dec 18 23:59:10 +0000 2022,RT @IncomeSharks: #Bitcoin- December has been a very slow month for trading. Don't feel like you are missing out on anything.,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,7.0,0.0,False,False,negative,0.002528548240661621,0.9974714517593384
1.6046273343000494e+18,Sun Dec 18 23:59:03 +0000 2022,RT @deezy____: We’re all getting $22. In bitcoin. https://t.co/Ehxnvhufw6,"<a href=""https://onloft.com/tweetlogix"" rel=""nofollow"">Tweetlogix</a>",,,18.0,0.0,False,False,negative,6.268314791668672e-06,0.9999936819076538
1.6046273304998707e+18,Sun Dec 18 23:59:02 +0000 2022,RT @PumpMasterr: I will send $600 #Bitcoin     to one person ends in next 24hrs. To join Just retweet and be following.,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,1821.0,0.0,False,False,positive,0.9983044862747192,0.0016954794991761446
1.6046273150230364e+18,Sun Dec 18 23:58:59 +0000 2022,RT @rovercrc: Will #Bitcoin hold this support line? 😱👇 https://t.co/mfcCvYigrU,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,68.0,0.0,False,False,negative,0.20311206579208374,0.7968879342079163
1.6046273136767631e+18,Sun Dec 18 23:58:58 +0000 2022,What Is Bitcoin? Not sure where to start? We’ve got you covered with educational Bitcoin content for anyone.… https://t.co/T47Xvr9ASA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,46.0,4.0,False,False,negative,0.11616278439760208,0.8838372230529785
1.6046272915476152e+18,Sun Dec 18 23:58:53 +0000 2022,RT @fireman452a: You know what shocks US?  When WE see a fellow resister and we aren’t connected. SURE would like to fix that. Retweet and…,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,26.0,0.0,False,False,negative,0.016126113012433052,0.9838738441467285
1.6046272446804623e+18,Sun Dec 18 23:58:42 +0000 2022,@HenrikZeberg Interesting. What is your 2023 Bitcoin target ?,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,0.0,0.0,False,False,negative,0.09658648073673248,0.9034134745597839
1.604627236728017e+18,Sun Dec 18 23:58:40 +0000 2022,@zetablockchain @Zeta_Nite @Bitcoin @Galxe NICE!,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,0.0,0.0,False,False,positive,0.5492449998855591,0.4507550299167633
1.6046154059342438e+18,Sun Dec 18 23:11:39 +0000 2022,Retweet this if you know why $BTC $ETH $SHIB 🔥 https://t.co/GyGhUo8qV6,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,127.0,416.0,False,False,positive,0.9953084588050842,0.004691511392593384
1.60462756372002e+18,Sun Dec 18 23:59:58 +0000 2022,RT @laralogan: They knew a lot more than they told us.  https://t.co/ACIrrYTYIe,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,1475.0,0.0,False,False,negative,0.0018044508760794997,0.9981955885887146
1.6046275565814006e+18,Sun Dec 18 23:59:56 +0000 2022,RT @IdolizeMeech: I can’t even find the ball. He definitely heee heeeeeeeeeeed that btc,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,3284.0,0.0,False,False,negative,1.9750217017389105e-09,1.0
1.6046275359790735e+18,Sun Dec 18 23:59:51 +0000 2022,@flantoshi @cardano_whale Ya I have some legacy eth and btc in the exchange. At this point I just leave it there as… https://t.co/xsqDsO8cF9,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,0.0,2.0,False,False,positive,0.9998071789741516,0.00019282226276118308
